show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s0474,TV Show,Silent Hearts 474,Taylor Williams,"Drew Kim, Sam Williams",United Kingdom,11-09-2018,2010,TV-MA,10 Seasons,"Drama, Fantasy","A drama story about unexpected choices, relationships, and a journey that changes everything."
s0475,Movie,Burning Storm 475,Drew Jackson,"Ethan Lewis, Liam Kim, Casey Williams",Spain,15-06-2020,2019,TV-PG,138 min,Fantasy,"A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0476,TV Show,Golden Project 476,Cameron Jones,"Liam Thomas, Cameron Martin","India, Japan, Brazil",08-04-2021,2026,TV-MA,7 Seasons,"Horror, Stand-Up Comedy","A horror story about unexpected choices, relationships, and a journey that changes everything."
s0477,Movie,Midnight Code 477,Mia Davis,"Mia Johnson, Riley Garcia, Aisha Patel",Turkey,27-09-2022,2000,G,161 min,Adventure,"A adventure story about unexpected choices, relationships, and a journey that changes everything."
s0478,TV Show,Infinite Game 478,Arjun Brown,"Cameron Davis, Mia Lee, Arjun Williams, Avery Thomas","Mexico, Turkey",22-06-2024,1993,TV-Y7,3 Seasons,Documentary,"A documentary story about unexpected choices, relationships, and a journey that changes everything."
s0479,TV Show,Crimson Hearts 479,Avery Davis,"Aisha Davis, Aisha Clark, Alex Jackson","Mexico, India",19-08-2018,1999,TV-MA,2 Seasons,"Mystery, Documentary, Reality TV","A mystery story about unexpected choices, relationships, and a journey that changes everything."
s0480,TV Show,Crimson Promise 480,Jordan Williams,"Emma Sharma, Avery Clark, Aisha Patel, Casey Johnson",France,04-10-2025,2021,TV-14,2 Seasons,"Documentary, Family","A documentary story about unexpected choices, relationships, and a journey that changes everything."
s0481,TV Show,Burning Shadow 481,Olivia Clark,"Maya Smith, Morgan Williams, Taylor Williams, Sofia Clark, Lucas Martin",Mexico,25-08-2024,2026,TV-Y,3 Seasons,Thriller,"A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0482,TV Show,Crimson Storm 482,Cameron Kim,"Morgan Thomas, Taylor Lee, Riley Patel","United States, France",19-09-2018,2025,TV-Y,9 Seasons,"Sports, Stand-Up Comedy","A sports story about unexpected choices, relationships, and a journey that changes everything."
s0483,Movie,Lost Kingdom 483,Riley Singh,"Alex Lee, Daniel Thomas, Morgan Johnson",Canada,26-05-2019,2000,PG,139 min,"Comedy, Action","A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0484,TV Show,Infinite Road 484,Riley Sharma,"Casey Anderson, Jordan Martin","Japan, Australia",18-10-2025,2024,TV-MA,6 Seasons,Stand-Up Comedy,"A stand-up comedy story about unexpected choices, relationships, and a journey that changes everything."
s0485,TV Show,Parallel Road 485,Ethan Davis,"Lucas Johnson, Casey Johnson",Japan,10-02-2021,2003,TV-PG,3 Seasons,"Horror, Animation","A horror story about unexpected choices, relationships, and a journey that changes everything."
s0486,TV Show,Last Road 486,Jamie Taylor,"Olivia Miller, Arjun Khan, Taylor Taylor, Lucas Sharma, Mia Jones",India,27-04-2024,2007,TV-Y7,9 Seasons,"Horror, Animation","A horror story about unexpected choices, relationships, and a journey that changes everything."
s0487,Movie,Forgotten Code 487,Drew Sharma,"Alex Singh, Casey Brown, Jamie Williams, Noah Williams, Lucas Lee",South Korea,13-07-2020,1995,TV-PG,110 min,"Crime, Romance, Mystery","A crime story about unexpected choices, relationships, and a journey that changes everything."
s0488,Movie,Silent Game 488,Casey Patel,"Morgan Miller, Ethan Anderson",Italy,09-03-2024,2021,PG,109 min,Fantasy,"A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0489,Movie,Broken Promise 489,Drew Patel,"Maya Lewis, Noah Lee, Liam Patel",United Kingdom,08-08-2019,2006,G,123 min,"Romance, Sports","A romance story about unexpected choices, relationships, and a journey that changes everything."
s0490,TV Show,Broken Truth 490,Mia Wilson,"Mia Khan, Riley Khan, Maya Khan, Ethan Anderson, Jamie Sharma",Brazil,24-07-2022,2004,TV-14,6 Seasons,"Action, Fantasy","A action story about unexpected choices, relationships, and a journey that changes everything."
s0491,Movie,Last Journey 491,Aisha Wilson,"Riley Kim, Jordan Brown","Spain, Germany",02-08-2023,1990,TV-14,140 min,"Romance, Stand-Up Comedy","A romance story about unexpected choices, relationships, and a journey that changes everything."
s0492,Movie,Burning City 492,Liam Davis,"Mia Sharma, Mia Lee","Canada, Brazil",18-12-2019,2023,G,84 min,"Documentary, Sci-Fi","A documentary story about unexpected choices, relationships, and a journey that changes everything."
s0493,TV Show,Golden Files 493,Maya Johnson,"Sofia Patel, Riley Jackson, Morgan Thomas, Lucas Wilson, Noah Williams",Germany,09-06-2020,2008,TV-14,5 Seasons,Family,"A family story about unexpected choices, relationships, and a journey that changes everything."
s0494,Movie,Electric Project 494,Sofia Johnson,"Alex Singh, Daniel Thomas, Cameron Jackson, Morgan Smith",Brazil,31-10-2022,2001,TV-14,137 min,Thriller,"A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0495,Movie,Last Files 495,Ethan Jones,"Morgan Garcia, Alex Jones, Lucas Taylor, Casey Garcia, Arjun Jackson",France,12-05-2025,2001,NC-17,131 min,Reality TV,"A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0496,Movie,Golden Truth 496,Aisha Sharma,"Maya Davis, Morgan Davis",United Kingdom,21-06-2025,2015,TV-14,100 min,"Comedy, Documentary","A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0497,TV Show,Rising Kingdom 497,Priya Garcia,"Lucas Jones, Drew Patel, Ethan Patel, Avery Williams, Morgan Smith",South Korea,10-08-2025,2022,TV-G,6 Seasons,"Sci-Fi, Comedy","A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0498,TV Show,Parallel City 498,Priya Garcia,"Cameron Garcia, Taylor Sharma, Casey Singh, Avery Martin",Japan,26-04-2023,1997,TV-14,2 Seasons,"Sci-Fi, Mystery, Thriller","A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0499,Movie,Lost Mountain 499,Olivia Clark,"Casey Williams, Avery Patel, Jordan Taylor","Nigeria, United Kingdom, France",07-04-2022,1991,R,127 min,Comedy,"A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0500,TV Show,Secret River 500,Drew Sharma,"Jordan Martin, Priya Clark, Jordan Anderson, Morgan Taylor, Maya Taylor","Brazil, France",03-01-2018,2005,TV-14,1 Season,"Documentary, Comedy","A documentary story about unexpected choices, relationships, and a journey that changes everything."
s0501,TV Show,Lost Hearts 501,Sofia Taylor,"Priya Miller, Jamie Garcia",Japan,16-01-2022,1997,TV-G,6 Seasons,"Romance, Adventure","A romance story about unexpected choices, relationships, and a journey that changes everything."
s0502,TV Show,Secret Shadow 502,Sam Kim,"Taylor Williams, Avery Clark, Aisha Singh, Morgan Johnson, Emma Clark","Canada, Brazil",19-05-2021,2018,TV-G,8 Seasons,Adventure,"A adventure story about unexpected choices, relationships, and a journey that changes everything."
s0503,Movie,Wild Code 503,Jordan Jones,"Priya Lee, Mia Taylor, Noah Jackson","Germany, Australia",16-11-2023,1997,TV-14,139 min,Mystery,"A mystery story about unexpected choices, relationships, and a journey that changes everything."
s0504,Movie,Dark Project 504,Jamie Jones,"Jordan Kim, Jordan Davis, Aisha Patel, Sofia Lewis",Spain,23-04-2022,1994,PG-13,146 min,Sports,"A sports story about unexpected choices, relationships, and a journey that changes everything."
s0505,TV Show,Burning Project 505,Jamie Davis,"Alex Miller, Emma Davis, Emma Smith","Italy, Spain",27-05-2021,2019,TV-Y,4 Seasons,"Sports, Crime","A sports story about unexpected choices, relationships, and a journey that changes everything."
s0506,TV Show,Rising Road 506,Morgan Miller,"Jordan Lee, Casey Anderson, Jordan Clark",Nigeria,16-03-2025,2007,TV-PG,4 Seasons,Comedy,"A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0507,Movie,Wild Kingdom 507,Alex Clark,"Olivia Singh, Maya Thomas, Taylor Lee, Jamie Jones",Mexico,12-03-2026,2008,TV-PG,110 min,"Drama, Animation, Thriller","A drama story about unexpected choices, relationships, and a journey that changes everything."
s0508,Movie,Rising City 508,Noah Lewis,"Aisha Patel, Olivia Taylor","Australia, Mexico",05-01-2021,2025,R,101 min,"Sci-Fi, Adventure","A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0509,TV Show,Golden Legacy 509,Casey Sharma,"Avery Garcia, Taylor Garcia, Riley Khan, Riley Miller",Germany,30-10-2019,2001,TV-Y7,3 Seasons,Fantasy,"A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0510,TV Show,Parallel Signal 510,Taylor Jones,"Priya Wilson, Daniel Clark","India, Brazil, Spain",28-03-2022,1998,TV-Y7,7 Seasons,"Drama, Thriller","A drama story about unexpected choices, relationships, and a journey that changes everything."
s0511,Movie,Silent City 511,Olivia Johnson,"Casey Brown, Jamie Jones, Olivia Singh",United States,25-07-2019,1996,TV-PG,136 min,"Action, Horror","A action story about unexpected choices, relationships, and a journey that changes everything."
s0512,TV Show,Dark Hearts 512,Drew Garcia,"Casey Johnson, Noah Taylor, Olivia Lee",Turkey,27-09-2023,1992,TV-G,7 Seasons,Thriller,"A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0513,Movie,Hidden River 513,Alex Wilson,"Arjun Jones, Maya Clark, Cameron Wilson, Lucas Patel, Lucas Williams",India,26-11-2024,2004,PG,117 min,"Fantasy, Animation, Comedy","A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0514,Movie,Infinite Journey 514,Jordan Singh,"Riley Sharma, Ethan Thomas, Liam Miller",United Kingdom,15-01-2021,2009,NC-17,138 min,Thriller,"A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0515,TV Show,Rising Journey 515,Alex Jones,"Drew Jones, Arjun Khan, Aisha Garcia","India, Mexico",16-08-2021,2017,TV-Y7,3 Seasons,Action,"A action story about unexpected choices, relationships, and a journey that changes everything."
s0516,Movie,Burning Truth 516,Drew Garcia,"Sofia Sharma, Liam Clark, Drew Jones, Olivia Wilson, Arjun Sharma",Spain,25-04-2022,2024,TV-MA,85 min,Sci-Fi,"A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0517,TV Show,Northern Mountain 517,Mia Wilson,"Casey Jackson, Alex Davis","United States, South Korea, Spain",25-07-2019,2020,TV-PG,5 Seasons,"Comedy, Animation, Documentary","A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0518,TV Show,Golden Road 518,Priya Wilson,"Casey Johnson, Aisha Jones, Morgan Jones",United States,07-06-2025,2017,TV-14,10 Seasons,Thriller,"A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0519,Movie,Crimson Project 519,Riley Smith,"Maya Jones, Taylor Wilson, Taylor Smith",Turkey,23-05-2026,2016,PG-13,142 min,"Stand-Up Comedy, Romance","A stand-up comedy story about unexpected choices, relationships, and a journey that changes everything."
s0520,TV Show,Crimson Storm 520,Aisha Thomas,"Olivia Smith, Cameron Williams, Avery Johnson, Olivia Johnson, Liam Miller",United States,01-06-2024,2015,TV-MA,9 Seasons,"Reality TV, Crime","A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0521,TV Show,Secret Storm 521,Riley Taylor,"Ethan Patel, Avery Davis",United States,07-10-2025,2004,TV-MA,8 Seasons,Action,"A action story about unexpected choices, relationships, and a journey that changes everything."
s0522,TV Show,Midnight Game 522,Arjun Miller,"Maya Clark, Priya Davis",India,08-09-2020,1994,TV-14,5 Seasons,"Adventure, Drama","A adventure story about unexpected choices, relationships, and a journey that changes everything."
s0523,Movie,Wild Kingdom 523,Taylor Davis,"Cameron Davis, Noah Davis",United States,28-04-2024,2005,NC-17,176 min,Comedy,"A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0524,TV Show,Broken Dream 524,Drew Brown,"Alex Jackson, Cameron Patel, Ethan Davis, Drew Patel","United Kingdom, Brazil",18-02-2019,1996,TV-14,9 Seasons,Sports,"A sports story about unexpected choices, relationships, and a journey that changes everything."
s0525,Movie,Hidden Mountain 525,Arjun Garcia,"Cameron Miller, Avery Lewis",Nigeria,17-08-2023,1995,R,141 min,"Romance, Documentary","A romance story about unexpected choices, relationships, and a journey that changes everything."
s0526,TV Show,Electric Code 526,Drew Anderson,"Liam Sharma, Jordan Lewis, Arjun Wilson, Sam Singh",United Kingdom,21-06-2021,2026,TV-Y7,9 Seasons,"Thriller, Drama, Action","A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0527,Movie,Crimson Kingdom 527,Daniel Thomas,"Cameron Miller, Taylor Taylor, Emma Jackson",India,14-11-2020,2001,TV-MA,172 min,Stand-Up Comedy,"A stand-up comedy story about unexpected choices, relationships, and a journey that changes everything."
s0528,TV Show,Golden Kingdom 528,Emma Garcia,"Maya Anderson, Arjun Sharma","Nigeria, Australia",11-03-2022,1998,TV-MA,2 Seasons,Adventure,"A adventure story about unexpected choices, relationships, and a journey that changes everything."
s0529,TV Show,Northern Legacy 529,Jamie Lewis,"Liam Clark, Jordan Wilson",Spain,11-10-2019,1990,TV-PG,10 Seasons,"Fantasy, Family","A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0530,TV Show,Last River 530,Arjun Khan,"Maya Khan, Daniel Clark",Turkey,14-06-2022,2019,TV-G,7 Seasons,Thriller,"A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0531,Movie,Burning World 531,Taylor Thomas,"Liam Garcia, Sam Garcia, Morgan Taylor, Daniel Johnson",Germany,28-09-2024,1999,R,174 min,Comedy,"A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0532,TV Show,Broken Truth 532,Priya Garcia,"Jordan Davis, Alex Lewis, Priya Taylor",United Kingdom,01-12-2018,1995,TV-PG,5 Seasons,Family,"A family story about unexpected choices, relationships, and a journey that changes everything."
s0533,TV Show,Forgotten Files 533,Sam Lewis,"Riley Johnson, Taylor Sharma, Drew Anderson, Riley Davis",France,24-10-2025,2020,TV-MA,7 Seasons,Documentary,"A documentary story about unexpected choices, relationships, and a journey that changes everything."
s0534,TV Show,Final Game 534,Alex Lee,"Taylor Lewis, Emma Singh, Avery Thomas",Turkey,28-08-2019,2010,TV-G,8 Seasons,Reality TV,"A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0535,TV Show,Silent Storm 535,Jamie Martin,"Daniel Jones, Olivia Khan",Mexico,18-09-2022,1996,TV-G,9 Seasons,Horror,"A horror story about unexpected choices, relationships, and a journey that changes everything."
s0536,Movie,Parallel Game 536,Sam Jackson,"Sam Lewis, Emma Smith, Maya Jackson",Nigeria,08-08-2022,2009,PG,120 min,"Reality TV, Mystery","A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0537,TV Show,Wild Storm 537,Ethan Thomas,"Riley Khan, Priya Jackson",Mexico,25-05-2025,2000,TV-Y,7 Seasons,Fantasy,"A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0538,TV Show,Parallel Kingdom 538,Taylor Williams,"Olivia Smith, Liam Sharma",Brazil,27-06-2025,2024,TV-G,5 Seasons,"Sports, Comedy","A sports story about unexpected choices, relationships, and a journey that changes everything."
s0539,TV Show,Lost River 539,Daniel Lee,"Morgan Davis, Sofia Williams, Maya Khan, Priya Clark, Mia Patel",South Korea,13-06-2021,2004,TV-Y,7 Seasons,Crime,"A crime story about unexpected choices, relationships, and a journey that changes everything."
s0540,Movie,Hidden Storm 540,Jordan Smith,"Avery Jackson, Ethan Singh",United Kingdom,29-02-2020,2026,TV-14,153 min,Family,"A family story about unexpected choices, relationships, and a journey that changes everything."
s0541,TV Show,Broken Mountain 541,Priya Jones,"Aisha Miller, Arjun Thomas, Ethan Miller, Priya Wilson, Morgan Jones",Australia,13-08-2021,2026,TV-MA,4 Seasons,"Crime, Documentary","A crime story about unexpected choices, relationships, and a journey that changes everything."
s0542,Movie,Last City 542,Priya Smith,"Alex Singh, Mia Lee, Taylor Kim",Brazil,08-09-2020,1998,TV-MA,158 min,"Animation, Documentary","A animation story about unexpected choices, relationships, and a journey that changes everything."
s0543,Movie,Fallen Signal 543,Noah Wilson,"Jamie Lewis, Jordan Taylor, Taylor Jones, Olivia Smith, Olivia Kim","India, Germany",10-01-2020,1997,PG,86 min,Crime,"A crime story about unexpected choices, relationships, and a journey that changes everything."
s0544,Movie,Crimson Truth 544,Sam Patel,"Sofia Smith, Priya Brown",Australia,08-02-2025,1994,R,132 min,"Family, Adventure","A family story about unexpected choices, relationships, and a journey that changes everything."
s0545,Movie,Dark Hearts 545,Alex Miller,"Morgan Thomas, Maya Garcia","Mexico, Spain, United States",05-04-2018,2000,NC-17,141 min,"Horror, Drama, Crime","A horror story about unexpected choices, relationships, and a journey that changes everything."
s0546,Movie,Lost Truth 546,Morgan Davis,"Drew Jones, Casey Brown","United Kingdom, Japan",28-11-2021,2007,TV-MA,165 min,Action,"A action story about unexpected choices, relationships, and a journey that changes everything."
s0547,TV Show,Electric Stories 547,Priya Martin,"Sam Taylor, Riley Davis, Lucas Taylor, Arjun Williams, Emma Kim",Italy,02-10-2022,2003,TV-Y7,10 Seasons,Reality TV,"A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0548,TV Show,Midnight Project 548,Morgan Singh,"Priya Davis, Emma Jackson, Maya Clark, Taylor Khan, Riley Johnson","Japan, Mexico, France",20-06-2022,2008,TV-Y,1 Season,"Sports, Animation","A sports story about unexpected choices, relationships, and a journey that changes everything."
s0549,Movie,Dark World 549,Priya Miller,"Casey Brown, Sam Lewis, Maya Jackson, Avery Thomas",South Korea,10-08-2020,1990,TV-PG,146 min,Adventure,"A adventure story about unexpected choices, relationships, and a journey that changes everything."
s0550,Movie,Burning Hearts 550,Liam Davis,"Morgan Lee, Jamie Singh, Lucas Brown",Australia,22-03-2020,2016,TV-14,100 min,Adventure,"A adventure story about unexpected choices, relationships, and a journey that changes everything."
